section	item	value	note
coverage_frontier	native_retdec_gap_queue_top10_ranges	0x62b92-0x62d6d,0x4b1ca0-0x4b1e79,0x4bfaf0-0x4bfcc3,0x4ad2a0-0x4ad440,0x57c4c0-0x57c64f,0x4b16c0-0x4b17fb,0x570310-0x57043a,0x54ea90-0x54ebb0,0x54ebd0-0x54ecf0,0x6b7a0-0x6b8bb	Top ten ranked native function ranges to target next.
c_shape	native_retdec_gap_queue_c_rows	2208	Native RetDec gap queue rows retained in C form.
c_shape	native_gap_retdec_batch00_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 00.
c_shape	native_gap_retdec_batch00_functions	24	RetDec native C function bodies emitted for native gap batch 00.
c_shape	native_gap_retdec_batch00_address_ranges	24	RetDec address-range comments emitted for native gap batch 00.
c_shape	native_gap_retdec_batch01_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 01.
c_shape	native_gap_retdec_batch01_functions	16	RetDec native C function bodies emitted for native gap batch 01.
c_shape	native_gap_retdec_batch01_address_ranges	16	RetDec address-range comments emitted for native gap batch 01.
c_shape	native_gap_retdec_batch02_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 02.
c_shape	native_gap_retdec_batch02_functions	19	RetDec native C function bodies emitted for native gap batch 02.
c_shape	native_gap_retdec_batch02_address_ranges	19	RetDec address-range comments emitted for native gap batch 02.
c_shape	native_gap_retdec_batch03_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 03.
c_shape	native_gap_retdec_batch03_functions	37	RetDec native C function bodies emitted for native gap batch 03.
c_shape	native_gap_retdec_batch03_address_ranges	37	RetDec address-range comments emitted for native gap batch 03.
c_shape	native_gap_retdec_batch04_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 04.
c_shape	native_gap_retdec_batch04_functions	16	RetDec native C function bodies emitted for native gap batch 04.
c_shape	native_gap_retdec_batch04_address_ranges	16	RetDec address-range comments emitted for native gap batch 04.
c_shape	native_gap_retdec_batch05_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 05.
c_shape	native_gap_retdec_batch05_functions	38	RetDec native C function bodies emitted for native gap batch 05.
c_shape	native_gap_retdec_batch05_address_ranges	38	RetDec address-range comments emitted for native gap batch 05.
c_shape	native_gap_retdec_batch06_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 06.
c_shape	native_gap_retdec_batch06_functions	23	RetDec native C function bodies emitted for native gap batch 06.
c_shape	native_gap_retdec_batch06_address_ranges	23	RetDec address-range comments emitted for native gap batch 06.
c_shape	native_gap_retdec_batch07_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 07.
c_shape	native_gap_retdec_batch07_functions	42	RetDec native C function bodies emitted for native gap batch 07.
c_shape	native_gap_retdec_batch07_address_ranges	46	RetDec address-range comments emitted for native gap batch 07.
c_shape	native_gap_retdec_batch08_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 08.
c_shape	native_gap_retdec_batch08_functions	36	RetDec native C function bodies emitted for native gap batch 08.
c_shape	native_gap_retdec_batch08_address_ranges	36	RetDec address-range comments emitted for native gap batch 08.
c_shape	native_gap_retdec_batch09_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 09.
c_shape	native_gap_retdec_batch09_functions	19	RetDec native C function bodies emitted for native gap batch 09.
c_shape	native_gap_retdec_batch09_address_ranges	19	RetDec address-range comments emitted for native gap batch 09.
c_shape	native_gap_retdec_batch10_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 10.
c_shape	native_gap_retdec_batch10_functions	25	RetDec native C function bodies emitted for native gap batch 10.
c_shape	native_gap_retdec_batch10_address_ranges	26	RetDec address-range comments emitted for native gap batch 10.
c_shape	native_gap_retdec_batch11_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 11.
c_shape	native_gap_retdec_batch11_functions	23	RetDec native C function bodies emitted for native gap batch 11.
c_shape	native_gap_retdec_batch11_address_ranges	23	RetDec address-range comments emitted for native gap batch 11.
c_shape	native_gap_retdec_batch12_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 12.
c_shape	native_gap_retdec_batch12_functions	19	RetDec native C function bodies emitted for native gap batch 12.
c_shape	native_gap_retdec_batch12_address_ranges	19	RetDec address-range comments emitted for native gap batch 12.
c_shape	native_gap_retdec_batch13_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 13.
c_shape	native_gap_retdec_batch13_functions	20	RetDec native C function bodies emitted for native gap batch 13.
c_shape	native_gap_retdec_batch13_address_ranges	20	RetDec address-range comments emitted for native gap batch 13.
c_shape	native_gap_retdec_batch14_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 14.
c_shape	native_gap_retdec_batch14_functions	15	RetDec native C function bodies emitted for native gap batch 14.
c_shape	native_gap_retdec_batch14_address_ranges	16	RetDec address-range comments emitted for native gap batch 14.
c_shape	native_gap_retdec_batch15_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 15.
c_shape	native_gap_retdec_batch15_functions	20	RetDec native C function bodies emitted for native gap batch 15.
c_shape	native_gap_retdec_batch15_address_ranges	20	RetDec address-range comments emitted for native gap batch 15.
c_shape	native_gap_retdec_batch16_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 16.
c_shape	native_gap_retdec_batch16_functions	18	RetDec native C function bodies emitted for native gap batch 16.
c_shape	native_gap_retdec_batch16_address_ranges	18	RetDec address-range comments emitted for native gap batch 16.
c_shape	native_gap_retdec_batch17_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 17.
c_shape	native_gap_retdec_batch17_functions	17	RetDec native C function bodies emitted for native gap batch 17.
c_shape	native_gap_retdec_batch17_address_ranges	17	RetDec address-range comments emitted for native gap batch 17.
c_shape	native_gap_retdec_batch18_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 18.
c_shape	native_gap_retdec_batch18_functions	18	RetDec native C function bodies emitted for native gap batch 18.
c_shape	native_gap_retdec_batch18_address_ranges	18	RetDec address-range comments emitted for native gap batch 18.
c_shape	native_gap_retdec_batch19_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 19.
c_shape	native_gap_retdec_batch19_functions	21	RetDec native C function bodies emitted for native gap batch 19.
c_shape	native_gap_retdec_batch19_address_ranges	21	RetDec address-range comments emitted for native gap batch 19.
c_shape	native_gap_retdec_batch20_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 20.
c_shape	native_gap_retdec_batch20_functions	19	RetDec native C function bodies emitted for native gap batch 20.
c_shape	native_gap_retdec_batch20_address_ranges	19	RetDec address-range comments emitted for native gap batch 20.
c_shape	native_gap_retdec_batch21_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 21.
c_shape	native_gap_retdec_batch21_functions	31	RetDec native C function bodies emitted for native gap batch 21.
c_shape	native_gap_retdec_batch21_address_ranges	32	RetDec address-range comments emitted for native gap batch 21.
c_shape	native_gap_retdec_batch22_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 22.
c_shape	native_gap_retdec_batch22_functions	16	RetDec native C function bodies emitted for native gap batch 22.
c_shape	native_gap_retdec_batch22_address_ranges	16	RetDec address-range comments emitted for native gap batch 22.
c_shape	native_gap_retdec_batch23_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 23.
c_shape	native_gap_retdec_batch23_functions	16	RetDec native C function bodies emitted for native gap batch 23.
c_shape	native_gap_retdec_batch23_address_ranges	16	RetDec address-range comments emitted for native gap batch 23.
c_shape	native_gap_retdec_batch24_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 24.
c_shape	native_gap_retdec_batch24_functions	16	RetDec native C function bodies emitted for native gap batch 24.
c_shape	native_gap_retdec_batch24_address_ranges	16	RetDec address-range comments emitted for native gap batch 24.
c_shape	native_gap_retdec_batch25_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 25.
c_shape	native_gap_retdec_batch25_functions	16	RetDec native C function bodies emitted for native gap batch 25.
c_shape	native_gap_retdec_batch25_address_ranges	16	RetDec address-range comments emitted for native gap batch 25.
c_shape	native_gap_retdec_batch26_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 26.
c_shape	native_gap_retdec_batch26_functions	19	RetDec native C function bodies emitted for native gap batch 26.
c_shape	native_gap_retdec_batch26_address_ranges	19	RetDec address-range comments emitted for native gap batch 26.
c_shape	native_gap_retdec_batch27_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 27.
c_shape	native_gap_retdec_batch27_functions	16	RetDec native C function bodies emitted for native gap batch 27.
c_shape	native_gap_retdec_batch27_address_ranges	16	RetDec address-range comments emitted for native gap batch 27.
c_shape	native_gap_retdec_batch28_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 28.
c_shape	native_gap_retdec_batch28_functions	18	RetDec native C function bodies emitted for native gap batch 28.
c_shape	native_gap_retdec_batch28_address_ranges	18	RetDec address-range comments emitted for native gap batch 28.
c_shape	native_gap_retdec_batch29_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 29.
c_shape	native_gap_retdec_batch29_functions	16	RetDec native C function bodies emitted for native gap batch 29.
c_shape	native_gap_retdec_batch29_address_ranges	16	RetDec address-range comments emitted for native gap batch 29.
c_shape	native_gap_retdec_batch30_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 30.
c_shape	native_gap_retdec_batch30_functions	16	RetDec native C function bodies emitted for native gap batch 30.
c_shape	native_gap_retdec_batch30_address_ranges	16	RetDec address-range comments emitted for native gap batch 30.
c_shape	native_gap_retdec_batch31_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 31.
c_shape	native_gap_retdec_batch31_functions	20	RetDec native C function bodies emitted for native gap batch 31.
c_shape	native_gap_retdec_batch31_address_ranges	20	RetDec address-range comments emitted for native gap batch 31.
c_shape	native_gap_retdec_batch32_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 32.
c_shape	native_gap_retdec_batch32_functions	16	RetDec native C function bodies emitted for native gap batch 32.
c_shape	native_gap_retdec_batch32_address_ranges	16	RetDec address-range comments emitted for native gap batch 32.
c_shape	native_gap_retdec_batch33_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 33.
c_shape	native_gap_retdec_batch33_functions	17	RetDec native C function bodies emitted for native gap batch 33.
c_shape	native_gap_retdec_batch33_address_ranges	17	RetDec address-range comments emitted for native gap batch 33.
c_shape	native_gap_retdec_batch34_selected_ranges	16	Fixed top-ranked native gap queue ranges selected for RetDec batch 34.
c_shape	native_gap_retdec_batch34_functions	16	RetDec native C function bodies emitted for native gap batch 34.
c_shape	native_gap_retdec_batch34_address_ranges	16	RetDec address-range comments emitted for native gap batch 34.
